学院,寝室楼,寝室规格,寝室类型,寝室号,备注
电气学院,3,8,男,440,
电气学院,3,8,男,443,
电气学院,3,8,男,444,
电气学院,3,8,男,445,
电气学院,3,8,男,446,
电气学院,3,8,男,501,
电气学院,3,8,男,502,
电气学院,3,8,男,503,
电气学院,3,8,男,504,
电气学院,3,8,男,505,
电气学院,3,8,男,506,
电气学院,3,8,男,507,
电气学院,3,8,男,509,
电气学院,3,8,男,510,
电气学院,3,8,男,511,
电气学院,3,8,男,517,
电气学院,3,8,男,518,
电气学院,3,8,男,520,
电气学院,3,8,男,521,
电气学院,3,8,男,522,
电气学院,3,8,男,523,
电气学院,3,8,男,524,
电气学院,3,8,男,525,
电气学院,6,5,女 ,138,
电气学院,6,5,女 ,213,
电气学院,6,5,女 ,227,
电气学院,6,5,女 ,230,
电气学院,6,5,女 ,235,
电气学院,6,5,女 ,333,
电气学院,6,5,女 ,334,
电气学院,6,5,女 ,520,
电气学院,6,5,女 ,532,
电气学院,6,5,女 ,638,
电气学院,6,5,女 ,639,
电气学院,7,5,男,118,
电气学院,7,5,男,119,
电气学院,7,5,男,120,
电气学院,7,5,男,121,
电气学院,7,5,男,125,
电气学院,7,5,男,126,
电气学院,7,5,男,127,
电气学院,7,5,男,148,
电气学院,7,5,男,202,
电气学院,7,5,男,204,
电气学院,7,5,男,205,
电气学院,7,5,男,206,
电气学院,7,5,男,207,
电气学院,7,5,男,216,
电气学院,7,5,男,218,
电气学院,7,5,男,219,
电气学院,7,5,男,220,
电气学院,7,5,男,221,
电气学院,7,5,男,222,
电气学院,7,5,男,224,
电气学院,7,5,男,225,
电气学院,7,5,男,327,
电气学院,7,5,男,332,
电气学院,7,5,男,336,
电气学院,7,5,男,340,
电气学院,7,5,男,347,
电气学院,7,5,男,413,
电气学院,7,5,男,414,
电气学院,7,5,男,416,
电气学院,7,5,男,425,
电气学院,7,5,男,433,
电气学院,7,5,男,434,
电气学院,7,5,男,435,
电气学院,7,5,男,436,
电气学院,7,5,男,438,
电气学院,7,5,男,439,
电气学院,7,5,男,502,
电气学院,7,5,男,504,
电气学院,7,5,男,505,
电气学院,7,5,男,506,
电气学院,7,5,男,508,
电气学院,7,5,男,509,
电气学院,7,5,男,511,
电气学院,7,5,男,512,
电气学院,7,5,男,516,
电气学院,7,5,男,519,
电气学院,7,5,男,525,
电气学院,7,5,男,526,
电气学院,7,5,男,601,
电气学院,7,5,男,603,
电气学院,7,5,男,619,
电气学院,7,5,男,620,
电气学院,7,5,男,628,
电气学院,7,5,男,629,
电气学院,7,5,男,630,
电气学院,7,5,男,631,
电气学院,8,4,女 ,601,
电气学院,8,4,女 ,602,
电气学院,8,4,女 ,603,
电气学院,8,4,女 ,611,
电气学院,8,4,女 ,612,
电气学院,8,4,女 ,613,
电气学院,8,4,女 ,620,
电气学院,8,4,女 ,621,
电气学院,8,4,女 ,622,
电气学院,8,4,女 ,623,
电气学院,8,4,女 ,624,
电气学院,8,4,女 ,626,
电气学院,9,4,男,120,
电气学院,9,4,男,121,
电气学院,9,4,男,122,
电气学院,9,4,男,123,
电气学院,9,4,男,124,
电气学院,9,4,男,125,
电气学院,9,4,男,126,
电气学院,9,4,男,127,
电气学院,9,4,男,128,
电气学院,9,4,男,129,
电气学院,9,4,男,130,
电气学院,9,4,男,131,
电气学院,9,4,男,132,
电气学院,9,4,男,133,
电气学院,9,4,男,134,
电气学院,9,4,男,201,
电气学院,9,4,男,202,
电气学院,9,4,男,203,
电气学院,9,4,男,204,
电气学院,9,4,男,205,
电气学院,9,4,男,206,
电气学院,9,4,男,207,
电气学院,9,4,男,208,
电气学院,9,4,男,210,
电气学院,9,4,男,211,
电气学院,9,4,男,212,
电气学院,9,4,男,213,
电气学院,9,4,男,214,
电气学院,9,4,男,215,
电气学院,9,4,男,216,
电气学院,9,4,男,226,
电气学院,9,4,男,227,
电气学院,9,4,男,228,
电气学院,9,4,男,229,
电气学院,9,4,男,230,
电气学院,9,4,男,231,
电气学院,9,4,男,232,
电气学院,9,4,男,233,
电气学院,9,4,男,234,
电气学院,9,4,男,235,
电气学院,9,4,男,236,
电气学院,9,4,男,301,
电气学院,9,4,男,302,
电气学院,9,4,男,303,
电气学院,9,4,男,304,
电气学院,9,4,男,305,
电气学院,9,4,男,306,
电气学院,9,4,男,307,
电气学院,9,4,男,308,
电气学院,9,4,男,309,
电气学院,9,4,男,310,
电气学院,9,4,男,311,
电气学院,9,4,男,312,
电气学院,9,4,男,313,
电气学院,9,4,男,314,
电气学院,9,4,男,315,
电气学院,9,4,男,316,
电气学院,9,4,男,317,
电气学院,9,4,男,318,
电气学院,9,4,男,319,
电气学院,9,4,男,320,
电气学院,9,4,男,321,
电气学院,9,4,男,322,
电气学院,9,4,男,323,
电气学院,9,4,男,324,
电气学院,9,4,男,401,
电气学院,9,4,男,402,
电气学院,9,4,男,403,
电气学院,9,4,男,404,
电气学院,9,4,男,405,
电气学院,9,4,男,406,
电气学院,9,4,男,407,
电气学院,9,4,男,408,
电气学院,9,4,男,409,
电气学院,9,4,男,415,
电气学院,9,4,男,419,
电气学院,9,4,男,601,
电气学院,10,4,女 ,405,
电气学院,10,4,女 ,430,
电气学院,10,4,女 ,434,
电气学院,10,4,女 ,437,
电气学院,10,4,女 ,438,
电气学院,10,4,女 ,508,
电气学院,10,4,女 ,509,
电气学院,10,4,女 ,510,
电气学院,10,4,女 ,511,
电气学院,10,4,女 ,512,
电气学院,10,4,女 ,513,
电气学院,10,4,女 ,514,
电气学院,10,4,女 ,515,
电气学院,10,4,女 ,516,
电气学院,10,4,女 ,522,
电气学院,10,4,女 ,533,
电气学院,10,4,女 ,536,
电气学院,10,4,女 ,612,
电气学院,10,4,女 ,613,
电气学院,10,4,女 ,614,
电气学院,10,4,女 ,615,
电气学院,10,4,女 ,622,
电气学院,10,4,女 ,624,
电气学院,10,4,女 ,625,
电气学院,10,4,女 ,626,
电气学院,10,4,女 ,627,
电气学院,10,4,女 ,628,
电气学院,12,4,男,653,
电气学院,12,4,男,659,
电气学院,13,4,女 ,623,
电气学院,13,4,女 ,624,
电气学院,13,4,女 ,625,
电气学院,13,4,女 ,626,
电气学院,13,4,女 ,627,
电气学院,13,4,女 ,628,
电气学院,13,4,女 ,629,
电气学院,13,4,女 ,630,
电气学院,13,4,女 ,631,
电气学院,13,4,女 ,632,
电气学院,13,4,女 ,633,
电气学院,13,4,女 ,634,
电气学院,14,4,女 ,629,
电气学院,16,5,女 ,130,
法学院,4,8,女,220,
法学院,4,8,女,418,
法学院,4,8,女,420,
法学院,4,8,女,424,
法学院,6,5,女,203,
法学院,6,5,女,204,
法学院,6,5,女,205,
法学院,6,5,女,206,
法学院,6,5,女,208,
法学院,6,5,女,209,
法学院,6,5,女,210,
法学院,6,5,女,211,
法学院,6,5,女,212,
法学院,6,5,女,214,
法学院,6,5,女,215,
法学院,6,5,女,216,
法学院,6,5,女,217,
法学院,6,5,女,218,
法学院,6,5,女,219,
法学院,6,5,女,220,
法学院,6,5,女,222,
法学院,6,5,女,223,
法学院,6,5,女,224,
法学院,6,5,女,225,
法学院,6,5,女,226,
法学院,6,5,女,228,
法学院,6,5,女,239,
法学院,6,5,女,335,
法学院,6,5,女,337,
法学院,6,5,女,338,
法学院,6,5,女,343,
法学院,6,5,女,345,
法学院,7,5,男,110,
法学院,7,5,男,111,
法学院,7,5,男,112,
法学院,7,5,男,114,
法学院,7,5,男,136,
法学院,7,5,男,232,
法学院,7,5,男,304,
法学院,7,5,男,305,
法学院,7,5,男,306,
法学院,7,5,男,307,
法学院,7,5,男,309,
法学院,7,5,男,310,
法学院,7,5,男,313,
法学院,7,5,男,314,
法学院,7,5,男,325,
法学院,7,5,男,337,
法学院,7,5,男,341,
法学院,7,5,男,343,
法学院,7,5,男,441,
法学院,7,5,男,443,
法学院,7,5,男,444,
法学院,7,5,男,445,
法学院,7,5,男,446,
法学院,7,5,男,501,
法学院,7,5,男,503,
法学院,7,5,男,507,
法学院,7,5,男,510,
法学院,7,5,男,515,
法学院,7,5,男,518,
法学院,7,5,男,521,
法学院,7,5,男,522,
法学院,7,5,男,535,
法学院,7,5,男,536,
法学院,7,5,男,539,
法学院,7,5,男,541,
法学院,7,5,男,542,
法学院,7,5,男,602,
法学院,7,5,男,609,
法学院,7,5,男,639,
法学院,7,5,男,640,
法学院,7,5,男,648,
法学院,8,4,女,314,
法学院,8,4,女,324,
法学院,8,4,女,325,
法学院,8,4,女,326,
法学院,8,4,女,327,
法学院,8,4,女,328,
法学院,8,4,女,329,
法学院,8,4,女,330,
法学院,8,4,女,331,
法学院,8,4,女,333,
法学院,8,4,女,334,
法学院,8,4,女,414,
法学院,8,4,女,415,
法学院,8,4,女,416,
法学院,8,4,女,417,
法学院,8,4,女,418,
法学院,8,4,女,419,
法学院,8,4,女,420,
法学院,8,4,女,422,
法学院,8,4,女,423,
法学院,8,4,女,429,
法学院,8,4,女,430,
法学院,8,4,女,431,
法学院,8,4,女,435,
法学院,8,4,女,437,
法学院,8,4,女,439,
法学院,8,4,女,520,
法学院,8,4,女,521,
法学院,8,4,女,529,
法学院,8,4,女,536,
法学院,8,4,女,537,
法学院,8,4,女,538,
法学院,8,4,女,539,
法学院,10,4,女,105,
法学院,10,4,女,106,
法学院,10,4,女,107,
法学院,10,4,女,109,
法学院,10,4,女,110,
法学院,10,4,女,111,
法学院,10,4,女,126,
法学院,10,4,女,136,
法学院,10,4,女,214,
法学院,10,4,女,215,
法学院,10,4,女,216,
法学院,10,4,女,222,
法学院,10,4,女,229,
法学院,10,4,女,233,
法学院,10,4,女,234,
法学院,10,4,女,235,
法学院,10,4,女,236,
法学院,10,4,女,238,
法学院,10,4,女,239,
法学院,10,4,女,301,
法学院,10,4,女,302,
法学院,10,4,女,303,
法学院,10,4,女,306,
法学院,10,4,女,307,
法学院,10,4,女,308,
法学院,10,4,女,309,
法学院,10,4,女,314,
法学院,10,4,女,322,
法学院,10,4,女,323,
法学院,10,4,女,331,
法学院,10,4,女,335,
法学院,10,4,女,336,
法学院,10,4,女,337,
法学院,10,4,女,409,
法学院,10,4,女,422,
法学院,10,4,女,426,
法学院,10,4,女,525,
法学院,10,4,女,526,
法学院,10,4,女,529,
法学院,10,4,女,537,
法学院,10,4,女,601,
法学院,10,4,女,617,
法学院,10,4,女,619,
法学院,10,4,女,620,
法学院,10,4,女,621,
法学院,10,4,女,638,
法学院,13,4,女,23,
法学院,13,4,女,644,
法学院,13,4,女,645,
法学院,13,4,女,646,
法学院,13,4,女,647,
法学院,13,4,女,648,
法学院,13,4,女,649,
法学院,13,4,女,650,
法学院,13,4,女,651,
法学院,13,4,女,652,
法学院,13,4,女,653,
法学院,13,4,女,654,
法学院,13,4,女,655,
法学院,13,4,女,656,
法学院,13,4,女,657,
国际学院,11,4,女,103,
国际学院,11,4,女,104,
国际学院,11,4,女,105,
国际学院,11,4,女,106,
国际学院,11,4,女,107,
国际学院,11,4,女,108,
国际学院,11,4,女,110,
国际学院,11,4,女,111,
国际学院,11,4,女,113,
国际学院,11,4,女,115,
国际学院,11,4,女,116,
国际学院,11,4,女,119,
国际学院,11,4,女,120,
国际学院,11,4,女,124,
国际学院,11,4,女,214,
国际学院,11,4,女,215,
国际学院,11,4,女,216,
国际学院,11,4,女,218,
国际学院,11,4,女,220,
国际学院,11,4,女,221,
国际学院,11,4,女,222,
国际学院,11,4,女,225,
国际学院,11,4,女,226,
国际学院,11,4,女,234,
国际学院,11,4,女,235,
国际学院,11,4,女,301,
国际学院,11,4,女,303,
国际学院,11,4,女,522,
国际学院,11,4,女,523,
国际学院,11,4,女,524,
国际学院,11,4,女,526,
国际学院,11,4,女,527,
国际学院,11,4,女,528,
国际学院,11,4,女,601,
国际学院,11,4,女,602,
国际学院,11,4,女,603,
国际学院,11,4,女,604,
国际学院,11,4,女,605,
国际学院,11,4,女,606,
国际学院,11,4,女,607,
国际学院,11,4,女,608,
国际学院,11,4,女,610,
国际学院,11,4,女,611,
国际学院,11,4,女,612,
国际学院,11,4,女,613,
国际学院,11,4,女,615,
国际学院,11,4,女,616,
国际学院,11,4,女,617,
国际学院,11,4,女,618,
国际学院,11,4,女,619,
国际学院,11,4,女,620,
国际学院,11,4,女,621,
国际学院,11,4,女,622,
国际学院,13,4,女,534,
国际学院,13,4,女,535,
国际学院,13,4,女,536,
国际学院,13,4,女,537,
国际学院,13,4,女,539,
国际学院,13,4,女,540,
国际学院,13,4,女,541,
国际学院,13,4,女,542,
国际学院,13,4,女,543,
国际学院,13,4,女,544,
国际学院,13,4,女,545,
国际学院,13,4,女,546,
国际学院,13,4,女,547,
国际学院,13,4,女,548,
国际学院,13,4,女,549,
国际学院,13,4,女,550,
国际学院,13,4,女,551,
国际学院,13,4,女,552,
国际学院,13,4,女,553,
国际学院,13,4,女,554,
国际学院,13,4,女,555,
国际学院,13,4,女,556,
国际学院,13,4,女,557,
国际学院,13,4,女,601,
国际学院,13,4,女,602,
国际学院,13,4,女,603,
国际学院,12,4,男,117,
国际学院,12,4,男,131,
国际学院,12,4,男,132,
国际学院,12,4,男,133,
国际学院,12,4,男,134,
国际学院,12,4,男,135,
国际学院,12,4,男,136,
国际学院,12,4,男,138,
国际学院,12,4,男,139,
国际学院,12,4,男,149,
国际学院,12,4,男,206,
国际学院,12,4,男,207,
国际学院,12,4,男,208,
国际学院,12,4,男,209,
国际学院,12,4,男,210,
国际学院,12,4,男,211,
国际学院,12,4,男,212,
国际学院,12,4,男,213,
国际学院,12,4,男,214,
国际学院,12,4,男,215,
国际学院,12,4,男,216,
国际学院,12,4,男,217,
国际学院,12,4,男,218,
国际学院,12,4,男,224,
国际学院,12,4,男,225,
国际学院,12,4,男,226,
国际学院,12,4,男,227,
国际学院,12,4,男,228,
国际学院,12,4,男,229,
国际学院,12,4,男,230,
国际学院,12,4,男,246,
国际学院,12,4,男,247,
国际学院,12,4,男,248,
国际学院,12,4,男,315,
国际学院,12,4,男,316,
国际学院,12,4,男,317,
国际学院,12,4,男,318,
国际学院,12,4,男,319,
国际学院,12,4,男,323,
国际学院,12,4,男,324,
国际学院,12,4,男,325,
国际学院,12,4,男,327,
国际学院,12,4,男,328,
国际学院,12,4,男,330,
国际学院,12,4,男,349,
国际学院,12,4,男,350,
国际学院,12,4,男,351,
国际学院,12,4,男,352,
国际学院,12,4,男,353,
国际学院,12,4,男,354,
国际学院,12,4,男,355,
国际学院,12,4,男,356,
国际学院,12,4,男,357,
国际学院,12,4,男,358,
国际学院,12,4,男,360,
国际学院,12,4,男,361,
国际学院,12,4,男,362,
国际学院,12,4,男,425,
国际学院,12,4,男,426,
国际学院,12,4,男,427,
国际学院,12,4,男,428,
国际学院,12,4,男,429,
国际学院,12,4,男,430,
国际学院,12,4,男,449,
国际学院,12,4,男,450,
国际学院,12,4,男,451,
国际学院,12,4,男,452,
国际学院,12,4,男,453,
国际学院,12,4,男,454,
国际学院,12,4,男,457,
国际学院,12,4,男,458,
国际学院,15,5,男,113,
国际学院,15,5,男,114,
国际学院,15,5,男,133,
国际学院,15,5,男,531,
国际学院,15,5,男,532,
国际学院,15,5,男,533,
国际学院,15,5,男,534,
国际学院,15,5,男,535,
国际学院,15,5,男,536,
国际学院,15,5,男,537,
国际学院,15,5,男,538,
国际学院,15,5,男,539,
国际学院,15,5,男,540,
国际学院,15,5,男,541,
国际学院,15,5,男,542,
国际学院,15,5,男,543,
国际学院,15,5,男,544,
国际学院,15,5,男,545,
国际学院,15,5,男,546,
国际学院,15,5,男,457,
国际学院,15,5,男,548,
国际学院,15,5,男,549,
国际学院,15,5,男,550,
国际学院,16,5,女,103,
国际学院,16,5,女,104,
国际学院,16,5,女,105,
国际学院,16,5,女,106,
国际学院,16,5,女,107,
国际学院,16,5,女,108,
国际学院,16,5,女,109,
国际学院,16,5,女,110,
国际学院,16,5,女,111,
国际学院,16,5,女,112,
国际学院,16,5,女,113,
国际学院,16,5,女,114,
国际学院,16,5,女,115,
化工学院,3,8,男,136,
化工学院,3,8,男,123,
化工学院,3,8,男,124,
化工学院,3,8,男,215,
化工学院,3,8,男,301,
化工学院,3,8,男,302,
化工学院,3,8,男,303,
化工学院,3,8,男,307,
化工学院,3,8,男,308,
化工学院,3,8,男,309,
化工学院,3,8,男,310,
化工学院,3,8,男,312,
化工学院,3,8,男,313,
化工学院,3,8,男,314,
化工学院,3,8,男,315,
化工学院,3,8,男,320,
化工学院,3,8,男,324,
化工学院,4,8,女,511,
化工学院,4,8,女,512,
化工学院,4,8,女,518,
化工学院,4,8,女,519,
化工学院,4,8,女,520,
化工学院,4,8,女,521,
化工学院,4,8,女,522,
化工学院,4,8,女,523,
化工学院,4,8,女,524,
化工学院,4,8,女,525,
化工学院,4,8,女,526,
化工学院,4,8,女,527,
化工学院,4,8,女,528,
化工学院,4,8,女,529,
化工学院,5,5,男,107,
化工学院,5,5,男,108,
化工学院,5,5,男,109,
化工学院,5,5,男,110,
化工学院,5,5,男,111,
化工学院,5,5,男,112,
化工学院,5,5,男,113,
化工学院,5,5,男,115,
化工学院,5,5,男,116,
化工学院,5,5,男,117,
化工学院,5,5,男,119,
化工学院,5,5,男,122,
化工学院,5,5,男,201,
化工学院,5,5,男,202,
化工学院,5,5,男,301,
化工学院,5,5,男,302,
化工学院,5,5,男,303,
化工学院,5,5,男,304,
化工学院,5,5,男,305,
化工学院,5,5,男,306,
化工学院,5,5,男,307,
化工学院,5,5,男,308,
化工学院,5,5,男,309,
化工学院,5,5,男,313,
化工学院,5,5,男,314,
化工学院,5,5,男,315,
化工学院,5,5,男,316,
化工学院,5,5,男,317,
化工学院,5,5,男,318,
化工学院,5,5,男,319,
化工学院,5,5,男,320,
化工学院,5,5,男,321,
化工学院,5,5,男,322,
化工学院,5,5,男,330,
化工学院,5,5,男,331,
化工学院,5,5,男,332,
化工学院,5,5,男,333,
化工学院,5,5,男,334,
化工学院,5,5,男,335,
化工学院,5,5,男,336,
化工学院,5,5,男,401,
化工学院,5,5,男,402,
化工学院,5,5,男,403,
化工学院,5,5,男,407,
化工学院,5,5,男,415,
化工学院,5,5,男,416,
化工学院,5,5,男,417,
化工学院,5,5,男,418,
化工学院,5,5,男,419,
化工学院,5,5,男,420,
化工学院,5,5,男,421,
化工学院,5,5,男,422,
化工学院,5,5,男,423,
化工学院,5,5,男,424,
化工学院,5,5,男,509,
化工学院,5,5,男,510,
化工学院,5,5,男,511,
化工学院,5,5,男,512,
化工学院,5,5,男,520,
化工学院,5,5,男,631,
化工学院,6,5,女,115,
化工学院,6,5,女,116,
化工学院,6,5,女,144,
化工学院,6,5,女,145,
化工学院,6,5,女,146,
化工学院,6,5,女,147,
化工学院,6,5,女,301,
化工学院,6,5,女,336,
化工学院,6,5,女,340,
化工学院,6,5,女,341,
化工学院,6,5,女,404,
化工学院,6,5,女,405,
化工学院,6,5,女,434,
化工学院,11,4,女,102,
化工学院,11,4,女,210,
化工学院,11,4,女,211,
化工学院,11,4,女,304,
化工学院,11,4,女,305,
化工学院,11,4,女,306,
化工学院,11,4,女,308,
化工学院,11,4,女,309,
化工学院,11,4,女,310,
化工学院,11,4,女,312,
化工学院,11,4,女,313,
化工学院,11,4,女,314,
化工学院,11,4,女,315,
化工学院,11,4,女,316,
化工学院,11,4,女,317,
化工学院,11,4,女,323,
化工学院,11,4,女,325,
化工学院,11,4,女,326,
化工学院,11,4,女,327,
化工学院,11,4,女,328,
化工学院,11,4,女,330,
化工学院,11,4,女,331,
化工学院,11,4,女,332,
化工学院,11,4,女,333,
化工学院,11,4,女,401,
化工学院,11,4,女,402,
化工学院,11,4,女,403,
化工学院,11,4,女,404,
化工学院,11,4,女,405,
化工学院,11,4,女,406,
化工学院,11,4,女,407,
化工学院,11,4,女,408,
化工学院,11,4,女,409,
化工学院,11,4,女,410,
化工学院,11,4,女,411,
化工学院,11,4,女,412,
化工学院,11,4,女,413,
化工学院,11,4,女,414,
化工学院,11,4,女,420,
化工学院,11,4,女,421,
化工学院,11,4,女,422,
化工学院,11,4,女,423,
化工学院,11,4,女,424,
化工学院,11,4,女,425,
化工学院,11,4,女,426,
化工学院,11,4,女,514,
化工学院,11,4,女,614,
化工学院,11,4,女,623,
化工学院,11,4,女,624,
化工学院,11,4,女,625,
化工学院,11,4,女,626,
化工学院,11,4,女,627,
化工学院,11,4,女,628,
化工学院,11,4,女,629,
化工学院,11,4,女,630,
化工学院,14,4,女,623,
化工学院,14,4,女,625,
化工学院,14,4,女,626,
化工学院,17,6,女,120,
化工学院,17,6,女,122,
机械学院,3,8,男,316,
机械学院,3,8,男,321,
机械学院,3,8,男,327,
机械学院,3,8,男,329,
机械学院,3,8,男,330,
机械学院,3,8,男,332,
机械学院,3,8,男,333,
机械学院,3,8,男,339,
机械学院,3,8,男,404,
机械学院,3,8,男,406,
机械学院,3,8,男,407,
机械学院,3,8,男,408,
机械学院,3,8,男,409,
机械学院,3,8,男,410,
机械学院,3,8,男,411,
机械学院,3,8,男,413,
机械学院,3,8,男,414,
机械学院,3,8,男,415,
机械学院,3,8,男,416,
机械学院,3,8,男,417,
机械学院,3,8,男,418,
机械学院,3,8,男,419,
机械学院,3,8,男,420,
机械学院,3,8,男,421,
机械学院,9,4,男,217,
机械学院,9,4,男,218,
机械学院,9,4,男,219,
机械学院,9,4,男,220,
机械学院,9,4,男,221,
机械学院,9,4,男,222,
机械学院,9,4,男,223,
机械学院,9,4,男,224,
机械学院,9,4,男,225,
机械学院,9,4,男,420,
机械学院,9,4,男,421,
机械学院,9,4,男,422,
机械学院,9,4,男,423,
机械学院,9,4,男,424,
机械学院,9,4,男,425,
机械学院,9,4,男,426,
机械学院,9,4,男,427,
机械学院,9,4,男,428,
机械学院,9,4,男,429,
机械学院,9,4,男,435,
机械学院,9,4,男,520,
机械学院,9,4,男,521,
机械学院,9,4,男,522,
机械学院,9,4,男,523,
机械学院,9,4,男,524,
机械学院,9,4,男,525,
机械学院,9,4,男,526,
机械学院,9,4,男,527,
机械学院,9,4,男,528,
机械学院,9,4,男,529,
机械学院,9,4,男,530,
机械学院,9,4,男,531,
机械学院,9,4,男,532,
机械学院,9,4,男,533,
机械学院,9,4,男,534,
机械学院,9,4,男,535,
机械学院,9,4,男,536,
机械学院,9,4,男,618,
机械学院,9,4,男,619,
机械学院,9,4,男,620,
机械学院,9,4,男,621,
机械学院,9,4,男,622,
机械学院,9,4,男,623,
机械学院,9,4,男,624,
机械学院,9,4,男,625,
机械学院,9,4,男,626,
机械学院,9,4,男,627,
机械学院,9,4,男,628,
机械学院,9,4,男,629,
机械学院,9,4,男,630,
机械学院,9,4,男,631,
机械学院,9,4,男,632,
机械学院,9,4,男,633,
机械学院,9,4,男,634,
机械学院,9,4,男,635,
机械学院,9,4,男,636,
机械学院,9,4,男,329,
机械学院,9,4,男,330,
机械学院,9,4,男,331,
机械学院,9,4,男,332,
机械学院,9,4,男,333,
机械学院,9,4,男,334,
机械学院,9,4,男,335,
机械学院,9,4,男,336,
机械学院,9,4,男,410,
机械学院,9,4,男,411,
机械学院,9,4,男,412,
机械学院,9,4,男,413,
机械学院,9,4,男,414,
机械学院,9,4,男,415,
机械学院,9,4,男,416,
机械学院,9,4,男,417,
机械学院,9,4,男,418,
机械学院,9,4,男,430,
机械学院,9,4,男,431,
机械学院,9,4,男,432,
机械学院,9,4,男,433,
机械学院,9,4,男,434,
机械学院,9,4,男,435,
机械学院,9,4,男,436,
机械学院,9,4,男,501,
机械学院,9,4,男,502,
机械学院,9,4,男,503,
机械学院,9,4,男,504,
机械学院,9,4,男,505,
机械学院,9,4,男,506,
机械学院,9,4,男,507,
机械学院,9,4,男,508,
机械学院,9,4,男,509,
机械学院,9,4,男,510,
机械学院,9,4,男,511,
机械学院,9,4,男,512,
机械学院,9,4,男,513,
机械学院,9,4,男,514,
机械学院,9,4,男,515,
机械学院,9,4,男,516,
机械学院,9,4,男,517,
机械学院,9,4,男,518,
机械学院,9,4,男,519,
机械学院,9,4,男,602,
机械学院,9,4,男,603,
机械学院,9,4,男,604,
机械学院,9,4,男,605,
机械学院,9,4,男,606,
机械学院,9,4,男,607,
机械学院,9,4,男,608,
机械学院,9,4,男,609,
机械学院,9,4,男,610,
机械学院,9,4,男,611,
机械学院,9,4,男,612,
机械学院,9,4,男,613,
机械学院,12,4,男,219,
机械学院,12,4,男,220,
机械学院,12,4,男,221,
机械学院,12,4,男,222,
机械学院,12,4,男,223,
机械学院,12,4,男,249,
机械学院,12,4,男,250,
机械学院,12,4,男,251,
机械学院,12,4,男,252,
机械学院,12,4,男,253,
机械学院,12,4,男,254,
机械学院,12,4,男,255,
机械学院,12,4,男,256,
机械学院,12,4,男,257,
机械学院,12,4,男,258,
机械学院,12,4,男,259,
机械学院,12,4,男,260,
机械学院,12,4,男,261,
机械学院,12,4,男,262,
机械学院,15,5,男,524,
机械学院,15,5,男,525,
机械学院,15,5,男,526,
机械学院,15,5,男,527,
机械学院,15,5,男,528,
机械学院,15,5,男,529,
机械学院,15,5,男,530,
机械学院,15,5,男,618,
机械学院,15,5,男,619,
机械学院,15,5,男,620,
机械学院,15,5,男,621,
机械学院,15,5,男,622,
机械学院,15,5,男,623,
机械学院,15,5,男,625,
机械学院,15,5,男,626,
机械学院,15,5,男,627,
机械学院,15,5,男,628,
机械学院,15,5,男,629,
机械学院,15,5,男,630,
机械学院,15,5,男,632,
机械学院,15,5,男,633,
机械学院,15,5,男,634,
机械学院,15,5,男,635,
机械学院,15,5,男,636,
机械学院,15,5,男,637,
机械学院,15,5,男,638,
机械学院,15,5,男,639,
机械学院,15,5,男,640,
机械学院,15,5,男,641,
机械学院,15,5,男,642,
机械学院,15,5,男,643,
机械学院,15,5,男,644,
机械学院,15,5,男,645,
机械学院,15,5,男,646,
机械学院,15,5,男,647,
机械学院,10,4,女,325,
机械学院,10,4,女,327,
机械学院,10,4,女,332,
机械学院,10,4,女,333,
机械学院,10,4,女,334,
机械学院,10,4,女,433,
机械学院,10,4,女,436,
机械学院,10,4,女,435,
机械学院,10,4,女,535,
机械学院,10,4,女,618,
机械学院,11,4,女,302,
经管学院,3,8,男,117,
经管学院,3,8,男,118,
经管学院,3,8,男,127,
经管学院,3,8,男,128,
经管学院,3,8,男,129,
经管学院,3,8,男,130,
经管学院,3,8,男,131,
经管学院,3,8,男,132,
经管学院,3,8,男,133,
经管学院,3,8,男,134,
经管学院,3,8,男,135,
经管学院,3,8,男,137,
经管学院,3,8,男,138,
经管学院,3,8,男,139,
经管学院,3,8,男,140,
经管学院,3,8,男,141,
经管学院,3,8,男,142,
经管学院,3,8,男,143,
经管学院,3,8,男,144,
经管学院,3,8,男,221,
经管学院,3,8,男,222,
经管学院,3,8,男,223,
经管学院,3,8,男,224,
经管学院,3,8,男,225,
经管学院,3,8,男,229,
经管学院,3,8,男,230,
经管学院,3,8,男,231,
经管学院,3,8,男,232,
经管学院,3,8,男,233,
经管学院,3,8,男,234,
经管学院,3,8,男,235,
经管学院,3,8,男,244,
经管学院,3,8,男,246,
经管学院,3,8,男,304,
经管学院,3,8,男,305,
经管学院,3,8,男,306,
经管学院,3,8,男,519,
经管学院,7,5,男,106,
经管学院,7,5,男,213,
经管学院,7,5,男,311,
经管学院,7,5,男,315,
经管学院,7,5,男,316,
经管学院,7,5,男,318,
经管学院,7,5,男,319,
经管学院,7,5,男,320,
经管学院,7,5,男,342,
经管学院,7,5,男,409,
经管学院,7,5,男,411,
经管学院,7,5,男,412,
经管学院,7,5,男,415,
经管学院,7,5,男,417,
经管学院,7,5,男,419,
经管学院,7,5,男,420,
经管学院,7,5,男,421,
经管学院,7,5,男,422,
经管学院,7,5,男,423,
经管学院,7,5,男,424,
经管学院,7,5,男,426,
经管学院,7,5,男,427,
经管学院,7,5,男,428,
经管学院,7,5,男,520,
