学院,寝室楼,寝室规格,寝室类型,寝室号,备注
计算机学院,12,4,男,310,
计算机学院,12,4,男,311,
计算机学院,12,4,男,312,
计算机学院,12,4,男,313,
计算机学院,12,4,男,314,
计算机学院,12,4,男,320,
计算机学院,12,4,男,321,
计算机学院,12,4,男,322,
计算机学院,12,4,男,331,
计算机学院,12,4,男,332,
计算机学院,12,4,男,329,
计算机学院,12,4,男,334,
计算机学院,12,4,男,335,
计算机学院,12,4,男,336,
计算机学院,12,4,男,337,
计算机学院,12,4,男,338,
计算机学院,12,4,男,343,
计算机学院,12,4,男,344,
计算机学院,12,4,男,345,
计算机学院,12,4,男,359,
计算机学院,12,4,男,363,
计算机学院,12,4,男,401,
计算机学院,12,4,男,402,
计算机学院,12,4,男,403,
计算机学院,12,4,男,404,
计算机学院,12,4,男,405,
计算机学院,12,4,男,406,
计算机学院,12,4,男,407,
计算机学院,12,4,男,408,
计算机学院,12,4,男,409,
计算机学院,12,4,男,410,
计算机学院,12,4,男,411,
计算机学院,12,4,男,412,
计算机学院,12,4,男,413,
计算机学院,12,4,男,415,
计算机学院,12,4,男,416,
计算机学院,12,4,男,417,
计算机学院,12,4,男,418,
计算机学院,12,4,男,419,
计算机学院,12,4,男,420,
计算机学院,12,4,男,421,
计算机学院,12,4,男,445,
计算机学院,12,4,男,447,
计算机学院,12,4,男,455,
计算机学院,12,4,男,456,
计算机学院,12,4,男,462,
计算机学院,12,4,男,518,
计算机学院,12,4,男,519,
计算机学院,12,4,男,521,
计算机学院,12,4,男,522,
计算机学院,12,4,男,523,
计算机学院,12,4,男,528,
计算机学院,12,4,男,529,
计算机学院,12,4,男,530,
计算机学院,12,4,男,531,
计算机学院,12,4,男,532,
计算机学院,12,4,男,533,
计算机学院,12,4,男,534,
计算机学院,12,4,男,536,
计算机学院,12,4,男,538,
计算机学院,12,4,男,539,
计算机学院,12,4,男,540,
计算机学院,12,4,男,541,
计算机学院,12,4,男,542,
计算机学院,12,4,男,544,
计算机学院,12,4,男,545,
计算机学院,12,4,男,548,
计算机学院,12,4,男,619,
计算机学院,12,4,男,622,
计算机学院,12,4,男,631,
计算机学院,12,4,男,633,
计算机学院,12,4,男,634,
计算机学院,12,4,男,635,
计算机学院,12,4,男,637,
计算机学院,12,4,男,638,
计算机学院,10,4,女,102,
计算机学院,10,4,女,118,
计算机学院,10,4,女,121,
计算机学院,10,4,女,122,
计算机学院,10,4,女,125,
计算机学院,10,4,女,127,
计算机学院,10,4,女,204,
计算机学院,10,4,女,212,
计算机学院,10,4,女,213,
计算机学院,10,4,女,217,
计算机学院,10,4,女,218,
计算机学院,10,4,女,219,
计算机学院,10,4,女,230,
计算机学院,10,4,女,310,
计算机学院,10,4,女,311,
计算机学院,10,4,女,326,
计算机学院,10,4,女,328,
计算机学院,10,4,女,329,
计算机学院,10,4,女,330,
计算机学院,10,4,女,413,
计算机学院,10,4,女,414,
计算机学院,10,4,女,415,
计算机学院,10,4,女,417,
计算机学院,10,4,女,503,
计算机学院,10,4,女,505,
计算机学院,10,4,女,518,
计算机学院,10,4,女,520,
计算机学院,10,4,女,521,
计算机学院,10,4,女,538,
计算机学院,10,4,女,539,
计算机学院,10,4,女,602,
计算机学院,10,4,女,603,
计算机学院,10,4,女,604,
计算机学院,10,4,女,605,
计算机学院,10,4,女,606,
计算机学院,10,4,女,607,
计算机学院,10,4,女,608,
计算机学院,10,4,女,609,
计算机学院,10,4,女,610,
计算机学院,10,4,女,611,
计算机学院,10,4,女,623,
计算机学院,10,4,女,629,
计算机学院,10,4,女,630,
计算机学院,10,4,女,631,
计算机学院,10,4,女,632,
计算机学院,10,4,女,633,
计算机学院,10,4,女,634,
计算机学院,10,4,女,635,
计算机学院,10,4,女,636,
计算机学院,10,4,女,637,
计算机学院,10,4,女,639,
计算机学院,11,4,女,432,
计算机学院,11,4,女,616,
计算机学院,13,4,女,315,
计算机学院,13,4,女,604,
计算机学院,13,4,女,605,
计算机学院,13,4,女,606,
计算机学院,13,4,女,607,
计算机学院,13,4,女,608,
计算机学院,13,4,女,609,
计算机学院,13,4,女,610,
计算机学院,13,4,女,611,
计算机学院,13,4,女,612,
计算机学院,13,4,女,613,
计算机学院,13,4,女,614,
计算机学院,13,4,女,615,
计算机学院,13,4,女,616,
计算机学院,13,4,女,617,
计算机学院,13,4,女,618,
计算机学院,13,4,女,619,
计算机学院,13,4,女,620,
计算机学院,13,4,女,621,
计算机学院,13,4,女,622,
计算机学院,14,4,女,133,
计算机学院,14,4,女,237,
计算机学院,14,4,女,337,
计算机学院,14,4,女,415,
计算机学院,14,4,女,419,
计算机学院,14,4,女,421,
计算机学院,14,4,女,434,
计算机学院,14,4,女,438,
计算机学院,14,4,女,534,
计算机学院,14,4,女,537,
计算机学院,14,4,女,619,
计算机学院,14,4,女,633,
计算机学院,14,4,女,634,
计算机学院,14,4,女,635,
计算机学院,14,4,女,636,
计算机学院,14,4,女,637,
